title,structural_archetype,primary_domain,sub_category,published_date,publish_day,publish_hour,views,likes,comments,engagement_rate_%,duration_formatted,thumbnail_url,url,video_id,description_clean
حضرت موسٰیؑ کی تحریک آزادی,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-11-17,Sunday,4,28,4,0,14.29,01:00:41,https://i.ytimg.com/vi/7J0Jie2ZtvI/sddefault.jpg,https://youtube.com/watch?v=7J0Jie2ZtvI,7J0Jie2ZtvI,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
109- Qiama to Naziaat | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-04-17,Wednesday,6,28,3,0,10.71,46:58,https://i.ytimg.com/vi/cs9FJSL3gaU/maxresdefault.jpg,https://youtube.com/watch?v=cs9FJSL3gaU,cs9FJSL3gaU,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
20b. Sorat Ahzab. Personal & Family life of Prophet ﷺ,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-03-31,Sunday,6,28,3,0,10.71,48:48,https://i.ytimg.com/vi/7Xkt1MpQz_M/maxresdefault.jpg,https://youtube.com/watch?v=7Xkt1MpQz_M,7Xkt1MpQz_M,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
19c. Room to Luqman. Wisdom of Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-03-30,Saturday,7,28,5,0,17.86,52:10,https://i.ytimg.com/vi/MrSk1IvzbVs/maxresdefault.jpg,https://youtube.com/watch?v=MrSk1IvzbVs,MrSk1IvzbVs,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
17a. Noor 1. Chastity Privacy and adultry,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-03-28,Thursday,4,28,3,0,10.71,01:11:33,https://i.ytimg.com/vi/ZLpPdD3NHx0/maxresdefault.jpg,https://youtube.com/watch?v=ZLpPdD3NHx0,ZLpPdD3NHx0,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
انه لا يؤمر عليكم من ليس منكم.  you #politics. will not be enslaved #quran #khilafat,General Discourse,Civilizational History & Seerah,Empires & Caliphates,2024-02-07,Wednesday,18,28,13,1,50.0,01:01,https://i.ytimg.com/vi/Sh6TvTvWTAs/maxresdefault.jpg,https://youtube.com/watch?v=Sh6TvTvWTAs,Sh6TvTvWTAs,
46- Nahal R10-16/A71-128 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2023-11-30,Thursday,3,28,4,0,14.29,01:08:53,https://i.ytimg.com/vi/-qni4UAT8j4/maxresdefault.jpg,https://youtube.com/watch?v=-qni4UAT8j4,-qni4UAT8j4,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
31- Anfaal R6-10/A45-75 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2023-10-13,Friday,2,28,6,1,25.0,30:07,https://i.ytimg.com/vi/3_UzILvXZSU/maxresdefault.jpg,https://youtube.com/watch?v=3_UzILvXZSU,3_UzILvXZSU,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Shahadat aur hum | شہادت اور ہم | Khutba e Jumma,Standalone Keynotes,Civilizational History & Seerah,Prophetic Era (Seerah),2023-07-31,Monday,17,28,2,0,7.14,27:08,https://i.ytimg.com/vi/RP08TaeVgYI/maxresdefault.jpg,https://youtube.com/watch?v=RP08TaeVgYI,RP08TaeVgYI,"28-07-2023 #quran #shahadat #muharram #karbala #hussain #abubakar #umar #usman #ali #khilafat #seerat #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Quranic Arabic Learning,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2026-02-08,Sunday,5,27,0,0,0.0,01:27:41,https://i.ytimg.com/vi/DGPYfCUCXw8/maxresdefault.jpg,https://youtube.com/watch?v=DGPYfCUCXw8,DGPYfCUCXw8,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
55. Sorat Mulk to Sorat Nooh # Dora Quran 2025,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2025-03-28,Friday,7,27,5,0,18.52,46:10,https://i.ytimg.com/vi/4uZ2iX1At0Y/maxresdefault.jpg,https://youtube.com/watch?v=4uZ2iX1At0Y,4uZ2iX1At0Y,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
بنی اسرائیل کے مختلف طبقات کا مختلف ردعمل,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-11-10,Sunday,4,27,6,0,22.22,59:16,https://i.ytimg.com/vi/yYBFCjJIAEY/maxresdefault.jpg,https://youtube.com/watch?v=yYBFCjJIAEY,yYBFCjJIAEY,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
12b. The Best Story. Reward part. Yousuf 2,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-03-23,Saturday,6,27,2,0,7.41,01:02:46,https://i.ytimg.com/vi/yANHmYKQiPY/maxresdefault.jpg,https://youtube.com/watch?v=yANHmYKQiPY,yANHmYKQiPY,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
8b. Adam A.S and people in between Heaven & Hell. Araaf 1,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-03-19,Tuesday,5,27,4,1,18.52,52:43,https://i.ytimg.com/vi/m7eDZW_IFtk/maxresdefault.jpg,https://youtube.com/watch?v=m7eDZW_IFtk,m7eDZW_IFtk,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
8a. Quranic 10 commandments. Anaam 3,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-03-19,Tuesday,4,27,2,0,7.41,51:04,https://i.ytimg.com/vi/uyIRyXQEImA/maxresdefault.jpg,https://youtube.com/watch?v=uyIRyXQEImA,uyIRyXQEImA,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
54- Taha R6-8/A105-135 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-01-22,Monday,11,27,4,0,14.81,19:44,https://i.ytimg.com/vi/f0uWLWwffOw/maxresdefault.jpg,https://youtube.com/watch?v=f0uWLWwffOw,f0uWLWwffOw,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
21- Anaam R4-8/A31-70 | Dora Tarjuma e Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2023-08-22,Tuesday,10,27,2,0,7.41,43:32,https://i.ytimg.com/vi/MYk9sCjz-do/maxresdefault.jpg,https://youtube.com/watch?v=MYk9sCjz-do,MYk9sCjz-do,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Alhamdulillah; For being one of his students ,General Discourse,General Public Address,Unassigned Overview Topics,2026-06-09,Tuesday,10,26,3,0,11.54,02:00,https://i.ytimg.com/vi/ja6QWecVtYc/maxresdefault.jpg,https://youtube.com/watch?v=ja6QWecVtYc,ja6QWecVtYc,#nomanalikhan #drabdussamie
سیرت النبی صلی اللّٰہ علیہ وسلم۔ قیامِ حج کے سفر کی داستان,Standalone Keynotes,Civilizational History & Seerah,General Discussion,2025-06-01,Sunday,6,26,5,1,23.08,01:02:01,https://i.ytimg.com/vi/nq6Q_2FNzyw/maxresdefault.jpg,https://youtube.com/watch?v=nq6Q_2FNzyw,nq6Q_2FNzyw,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
ظالم اور مظلوم ، مجرمین اور مصلحین بھلا کبھی برابر ہو سکتے ہیں ۔۔۔؟,General Discourse,General Public Address,Unassigned Overview Topics,2025-03-23,Sunday,14,26,5,0,19.23,03:43,https://i.ytimg.com/vi/D4SsmTH0rco/maxresdefault.jpg,https://youtube.com/watch?v=D4SsmTH0rco,D4SsmTH0rco,ایمان بالآخرت کا منطقی استدلال ۔ ظالم اور مظلوم ، مجرمین اور مصلحین بھلا کبھی برابر ہو سکتے ہیں ۔۔۔؟
105- Mnafiqoon and Taghabn R4/A29 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-04-13,Saturday,12,26,3,0,11.54,39:22,https://i.ytimg.com/vi/fakaggCubZ8/maxresdefault.jpg,https://youtube.com/watch?v=fakaggCubZ8,fakaggCubZ8,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
80- Sura Al-zumar | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-02-28,Wednesday,2,26,5,0,19.23,01:04:54,https://i.ytimg.com/vi/OnVtMFl3--A/maxresdefault.jpg,https://youtube.com/watch?v=OnVtMFl3--A,OnVtMFl3--A,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
58- Mominoon complete | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-01-28,Sunday,5,26,6,0,23.08,35:08,https://i.ytimg.com/vi/T5IYio46qS8/maxresdefault.jpg,https://youtube.com/watch?v=T5IYio46qS8,T5IYio46qS8,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
45- Nahal R1-9/A1-70 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2023-11-29,Wednesday,14,26,2,0,7.69,31:34,https://i.ytimg.com/vi/H7LtnFLMoZk/maxresdefault.jpg,https://youtube.com/watch?v=H7LtnFLMoZk,H7LtnFLMoZk,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
53. Sorat Mumtahina 7 to Munafiqon end # Dora Quran 2025,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2025-03-27,Thursday,8,25,3,0,12.0,01:34:17,https://i.ytimg.com/vi/4N7SYWqavvY/maxresdefault.jpg,https://youtube.com/watch?v=4N7SYWqavvY,4N7SYWqavvY,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
44A. Sorat Momin aayat 14 # Dora Quran 2025,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2025-03-22,Saturday,17,25,2,0,8.0,24:51,https://i.ytimg.com/vi/XHsNVSPZ-Dc/maxresdefault.jpg,https://youtube.com/watch?v=XHsNVSPZ-Dc,XHsNVSPZ-Dc,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Ramazan 2025,General Discourse,General Public Address,Unassigned Overview Topics,2025-02-27,Thursday,16,25,2,0,8.0,00:51,https://i.ytimg.com/vi/Qj6qWqbLzDk/maxresdefault.jpg,https://youtube.com/watch?v=Qj6qWqbLzDk,Qj6qWqbLzDk,Join us live daily https://maps.app.goo.gl/C1sUxGP6CdipKKFRA Google location
Love & Follow Prophet ﷺ,Standalone Keynotes,Civilizational History & Seerah,Prophetic Era (Seerah),2024-12-29,Sunday,4,25,3,1,16.0,01:03:01,https://i.ytimg.com/vi/4eFKEPH8dzU/maxresdefault.jpg,https://youtube.com/watch?v=4eFKEPH8dzU,4eFKEPH8dzU,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
حضرت موسٰیؑ کی تحریک آزادی,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-11-03,Sunday,4,25,5,0,20.0,01:06:31,https://i.ytimg.com/vi/H7cb-37km_k/sddefault.jpg,https://youtube.com/watch?v=H7cb-37km_k,H7cb-37km_k,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
113- Qadar to Takasur | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-04-23,Tuesday,17,25,3,0,12.0,36:14,https://i.ytimg.com/vi/krjrHyGEA0Y/maxresdefault.jpg,https://youtube.com/watch?v=krjrHyGEA0Y,krjrHyGEA0Y,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
18b. Sorat Naml. Foreign policy of Khilafat,Standalone Keynotes,Islamic Political Systems,Jurisprudence & Policy,2024-03-29,Friday,6,25,2,0,8.0,55:01,https://i.ytimg.com/vi/voeD-zBJnNU/maxresdefault.jpg,https://youtube.com/watch?v=voeD-zBJnNU,voeD-zBJnNU,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
14a. Bani Israeel. History and Sharia,Standalone Keynotes,Civilizational History & Seerah,General Discussion,2024-03-25,Monday,13,25,2,0,8.0,01:05:11,https://i.ytimg.com/vi/pEQKD_nX2PQ/maxresdefault.jpg,https://youtube.com/watch?v=pEQKD_nX2PQ,pEQKD_nX2PQ,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
13b. Creation of Man. Sorat Hijr,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-03-24,Sunday,5,25,0,0,0.0,48:14,https://i.ytimg.com/vi/maOxnTXnlFc/maxresdefault.jpg,https://youtube.com/watch?v=maOxnTXnlFc,maOxnTXnlFc,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
4c. Synthesis of Iman. Aal e Imran 4,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-03-15,Friday,7,25,5,0,20.0,55:31,https://i.ytimg.com/vi/PO02eJ1APlg/maxresdefault.jpg,https://youtube.com/watch?v=PO02eJ1APlg,PO02eJ1APlg,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
61- Noor R5-6/A35-50 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-02-01,Thursday,4,25,4,0,16.0,36:30,https://i.ytimg.com/vi/BtevzsBCrtQ/maxresdefault.jpg,https://youtube.com/watch?v=BtevzsBCrtQ,BtevzsBCrtQ,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
39- Hood R7-10/A69-123 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2023-11-16,Thursday,4,25,8,2,40.0,43:55,https://i.ytimg.com/vi/BKCNxTBdekg/maxresdefault.jpg,https://youtube.com/watch?v=BKCNxTBdekg,BKCNxTBdekg,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
17- Maida R1-4/A1-26 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2023-07-17,Monday,5,25,5,0,20.0,47:20,https://i.ytimg.com/vi/WK3UBBNUJYo/maxresdefault.jpg,https://youtube.com/watch?v=WK3UBBNUJYo,WK3UBBNUJYo,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Ramazan is coming,Standalone Keynotes,General Public Address,Unassigned Overview Topics,2023-03-17,Friday,1,25,4,0,16.0,00:29,https://i.ytimg.com/vi/JZL1QPtVMBM/maxresdefault.jpg,https://youtube.com/watch?v=JZL1QPtVMBM,JZL1QPtVMBM,#muhammad #quran #ramazan #ramadan #رمضان #قرآن #دورہ_تفسیر #دورہ #ترجمہ_قرآن #tarjuma
سیرت النبی صلی اللّٰہ علیہ وسلم۔ قیامِ حج کے سفر کی داستان,Standalone Keynotes,Civilizational History & Seerah,General Discussion,2025-06-04,Wednesday,6,24,3,0,12.5,01:15:56,https://i.ytimg.com/vi/jnu8QE7Q1sc/maxresdefault.jpg,https://youtube.com/watch?v=jnu8QE7Q1sc,jnu8QE7Q1sc,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
"25c. Human Life, Allah's Book & Justice.  Hadeed and Muhadla",Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-04-05,Friday,8,24,0,0,0.0,47:07,https://i.ytimg.com/vi/p2UvF-VGMrU/maxresdefault.jpg,https://youtube.com/watch?v=p2UvF-VGMrU,p2UvF-VGMrU,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
22b. Sora Momin. Speech in Firon's Parliament,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-04-02,Tuesday,5,24,2,0,8.33,47:13,https://i.ytimg.com/vi/R1LrsO-T96E/maxresdefault.jpg,https://youtube.com/watch?v=R1LrsO-T96E,R1LrsO-T96E,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
70- Ankaboot R3-7/A23-69 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-02-17,Saturday,2,24,8,0,33.33,41:38,https://i.ytimg.com/vi/dX4JjaOLMqY/maxresdefault.jpg,https://youtube.com/watch?v=dX4JjaOLMqY,dX4JjaOLMqY,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
63- Furqan Complete | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-02-06,Tuesday,7,24,5,0,20.83,49:39,https://i.ytimg.com/vi/5MZs5rNBLVM/maxresdefault.jpg,https://youtube.com/watch?v=5MZs5rNBLVM,5MZs5rNBLVM,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
53- Taha R1-5/A1-104 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-01-19,Friday,5,24,2,0,8.33,46:35,https://i.ytimg.com/vi/kuBRUI8j1Co/maxresdefault.jpg,https://youtube.com/watch?v=kuBRUI8j1Co,kuBRUI8j1Co,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
22- Anaam R9-13/A71-110 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2023-08-28,Monday,3,24,6,0,25.0,37:30,https://i.ytimg.com/vi/PZetjtPtHrg/maxresdefault.jpg,https://youtube.com/watch?v=PZetjtPtHrg,PZetjtPtHrg,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends.."
18- Maida R5-9/A27-66 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2023-07-26,Wednesday,9,24,1,0,4.17,53:03,https://i.ytimg.com/vi/9_0-7S-biiE/maxresdefault.jpg,https://youtube.com/watch?v=9_0-7S-biiE,9_0-7S-biiE,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
4/14 Quranic Arabic Learning,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2026-01-26,Monday,5,23,2,0,8.7,01:38:20,https://i.ytimg.com/vi/TaO8_Qun9Vk/maxresdefault.jpg,https://youtube.com/watch?v=TaO8_Qun9Vk,TaO8_Qun9Vk,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
22c. Hamim Sajda. Toheed ki Dawat,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-04-02,Tuesday,7,23,2,0,8.7,57:06,https://i.ytimg.com/vi/kjh4hbDBYfg/maxresdefault.jpg,https://youtube.com/watch?v=kjh4hbDBYfg,kjh4hbDBYfg,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
86- Sura Zukhruf (Complete) R1-7 A1-89 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-03-07,Thursday,2,23,2,0,8.7,24:23,https://i.ytimg.com/vi/HdpT6wup85M/maxresdefault.jpg,https://youtube.com/watch?v=HdpT6wup85M,HdpT6wup85M,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
101- Hashar R3/A24 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-04-09,Tuesday,18,22,3,0,13.64,43:22,https://i.ytimg.com/vi/-2SQYdbKWeo/maxresdefault.jpg,https://youtube.com/watch?v=-2SQYdbKWeo,-2SQYdbKWeo,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
81- Sura Al-Momin R1-5/A1-50 | Dora Tarjuma Quran,Standalone Keynotes,Socio-Spiritual Ethics & Family,Social & Family Ethics,2024-02-29,Thursday,4,22,6,0,27.27,30:55,https://i.ytimg.com/vi/9pfQYQ_mLis/maxresdefault.jpg,https://youtube.com/watch?v=9pfQYQ_mLis,9pfQYQ_mLis,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
