title,primary_domain,structural_archetype,published_date,publish_day,publish_hour,views,likes,comments,engagement_rate_%,duration_formatted,thumbnail_url,url,video_id,description_clean
46- Nahal R10-16/A71-128 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,30-11-23,Thursday,3,28,4,0,14.29,1:08:53,https://i.ytimg.com/vi/-qni4UAT8j4/maxresdefault.jpg,https://youtube.com/watch?v=-qni4UAT8j4,#NAME?,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
109- Qiama to Naziaat | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,17-04-24,Wednesday,6,28,3,0,10.71,46:58:00,https://i.ytimg.com/vi/cs9FJSL3gaU/maxresdefault.jpg,https://youtube.com/watch?v=cs9FJSL3gaU,cs9FJSL3gaU,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Shahadat aur hum | شہادت اور ہم | Khutba e Jumma,Khutba e Jumma,Standalone Keynotes,31-07-23,Monday,17,28,2,0,7.14,27:08:00,https://i.ytimg.com/vi/RP08TaeVgYI/maxresdefault.jpg,https://youtube.com/watch?v=RP08TaeVgYI,RP08TaeVgYI,"28-07-2023 #quran #shahadat #muharram #karbala #hussain #abubakar #umar #usman #ali #khilafat #seerat #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
انه لا يؤمر عليكم من ليس منكم.  you #politics. will not be enslaved #quran #khilafat,Unassigned Individual Uploads,General Discourse,07-02-24,Wednesday,18,28,13,1,50,1:01,https://i.ytimg.com/vi/Sh6TvTvWTAs/maxresdefault.jpg,https://youtube.com/watch?v=Sh6TvTvWTAs,Sh6TvTvWTAs,
55. Sorat Mulk to Sorat Nooh # Dora Quran 2025,Ramazan 2025,Standalone Keynotes,28-03-25,Friday,7,27,5,0,18.52,46:10:00,https://i.ytimg.com/vi/4uZ2iX1At0Y/maxresdefault.jpg,https://youtube.com/watch?v=4uZ2iX1At0Y,4uZ2iX1At0Y,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
بنی اسرائیل کے مختلف طبقات کا مختلف ردعمل,Online Seerat sessions,Standalone Keynotes,10-11-24,Sunday,4,27,6,0,22.22,59:16:00,https://i.ytimg.com/vi/yYBFCjJIAEY/maxresdefault.jpg,https://youtube.com/watch?v=yYBFCjJIAEY,yYBFCjJIAEY,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
12b. The Best Story. Reward part. Yousuf 2,Live Ramazan 2024,Standalone Keynotes,23-03-24,Saturday,6,27,2,0,7.41,1:02:46,https://i.ytimg.com/vi/yANHmYKQiPY/maxresdefault.jpg,https://youtube.com/watch?v=yANHmYKQiPY,yANHmYKQiPY,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
8b. Adam A.S and people in between Heaven & Hell. Araaf 1,Live Ramazan 2024,Standalone Keynotes,19-03-24,Tuesday,5,27,4,1,18.52,52:43:00,https://i.ytimg.com/vi/m7eDZW_IFtk/maxresdefault.jpg,https://youtube.com/watch?v=m7eDZW_IFtk,m7eDZW_IFtk,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
8a. Quranic 10 commandments. Anaam 3,Live Ramazan 2024,Standalone Keynotes,19-03-24,Tuesday,4,27,2,0,7.41,51:04:00,https://i.ytimg.com/vi/uyIRyXQEImA/maxresdefault.jpg,https://youtube.com/watch?v=uyIRyXQEImA,uyIRyXQEImA,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
21- Anaam R4-8/A31-70 | Dora Tarjuma e Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,22-08-23,Tuesday,10,27,2,0,7.41,43:32:00,https://i.ytimg.com/vi/MYk9sCjz-do/maxresdefault.jpg,https://youtube.com/watch?v=MYk9sCjz-do,MYk9sCjz-do,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
54- Taha R6-8/A105-135 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,22-01-24,Monday,11,27,4,0,14.81,19:44,https://i.ytimg.com/vi/f0uWLWwffOw/maxresdefault.jpg,https://youtube.com/watch?v=f0uWLWwffOw,f0uWLWwffOw,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Quranic Arabic Learning,Unassigned Individual Uploads,Standalone Keynotes,08-02-26,Sunday,5,27,0,0,0,1:27:41,https://i.ytimg.com/vi/DGPYfCUCXw8/maxresdefault.jpg,https://youtube.com/watch?v=DGPYfCUCXw8,DGPYfCUCXw8,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
سیرت النبی صلی اللّٰہ علیہ وسلم۔ قیامِ حج کے سفر کی داستان,Seerat. A Journey of Hajj.,Standalone Keynotes,01-06-25,Sunday,6,26,5,1,23.08,1:02:01,https://i.ytimg.com/vi/nq6Q_2FNzyw/maxresdefault.jpg,https://youtube.com/watch?v=nq6Q_2FNzyw,nq6Q_2FNzyw,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
45- Nahal R1-9/A1-70 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,29-11-23,Wednesday,14,26,2,0,7.69,31:34:00,https://i.ytimg.com/vi/H7LtnFLMoZk/maxresdefault.jpg,https://youtube.com/watch?v=H7LtnFLMoZk,H7LtnFLMoZk,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
58- Mominoon complete | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,28-01-24,Sunday,5,26,6,0,23.08,35:08:00,https://i.ytimg.com/vi/T5IYio46qS8/maxresdefault.jpg,https://youtube.com/watch?v=T5IYio46qS8,T5IYio46qS8,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
80- Sura Al-zumar | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,28-02-24,Wednesday,2,26,5,0,19.23,1:04:54,https://i.ytimg.com/vi/OnVtMFl3--A/maxresdefault.jpg,https://youtube.com/watch?v=OnVtMFl3--A,OnVtMFl3--A,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
105- Mnafiqoon and Taghabn R4/A29 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,13-04-24,Saturday,12,26,3,0,11.54,39:22:00,https://i.ytimg.com/vi/fakaggCubZ8/maxresdefault.jpg,https://youtube.com/watch?v=fakaggCubZ8,fakaggCubZ8,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Alhamdulillah; For being one of his students ,Our Teachers,General Discourse,09-06-26,Tuesday,10,26,3,0,11.54,2:00,https://i.ytimg.com/vi/ja6QWecVtYc/maxresdefault.jpg,https://youtube.com/watch?v=ja6QWecVtYc,ja6QWecVtYc,#nomanalikhan #drabdussamie
"ظالم اور مظلوم ، مجرمین اور مصلحین بھلا کبھی برابر ہو سکتے ہیں ۔۔۔؟",Unassigned Individual Uploads,General Discourse,23-03-25,Sunday,14,26,5,0,19.23,3:43,https://i.ytimg.com/vi/D4SsmTH0rco/maxresdefault.jpg,https://youtube.com/watch?v=D4SsmTH0rco,D4SsmTH0rco,"ایمان بالآخرت کا منطقی استدلال ۔ ظالم اور مظلوم ، مجرمین اور مصلحین بھلا کبھی برابر ہو سکتے ہیں ۔۔۔؟"
44A. Sorat Momin aayat 14 # Dora Quran 2025,Ramazan 2025,Standalone Keynotes,22-03-25,Saturday,17,25,2,0,8,24:51:00,https://i.ytimg.com/vi/XHsNVSPZ-Dc/maxresdefault.jpg,https://youtube.com/watch?v=XHsNVSPZ-Dc,XHsNVSPZ-Dc,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
53. Sorat Mumtahina 7 to Munafiqon end # Dora Quran 2025,Ramazan 2025,Standalone Keynotes,27-03-25,Thursday,8,25,3,0,12,1:34:17,https://i.ytimg.com/vi/4N7SYWqavvY/maxresdefault.jpg,https://youtube.com/watch?v=4N7SYWqavvY,4N7SYWqavvY,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
حضرت موسٰیؑ کی تحریک آزادی,Online Seerat sessions,Standalone Keynotes,03-11-24,Sunday,4,25,5,0,20,1:06:31,https://i.ytimg.com/vi/H7cb-37km_k/sddefault.jpg,https://youtube.com/watch?v=H7cb-37km_k,H7cb-37km_k,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Love & Follow Prophet ﷺ,Online Seerat sessions,Standalone Keynotes,29-12-24,Sunday,4,25,3,1,16,1:03:01,https://i.ytimg.com/vi/4eFKEPH8dzU/maxresdefault.jpg,https://youtube.com/watch?v=4eFKEPH8dzU,4eFKEPH8dzU,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
18b. Sorat Naml. Foreign policy of Khilafat,Live Ramazan 2024,Standalone Keynotes,29-03-24,Friday,6,25,2,0,8,55:01:00,https://i.ytimg.com/vi/voeD-zBJnNU/maxresdefault.jpg,https://youtube.com/watch?v=voeD-zBJnNU,voeD-zBJnNU,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
14a. Bani Israeel. History and Sharia,Live Ramazan 2024,Standalone Keynotes,25-03-24,Monday,13,25,2,0,8,1:05:11,https://i.ytimg.com/vi/pEQKD_nX2PQ/maxresdefault.jpg,https://youtube.com/watch?v=pEQKD_nX2PQ,pEQKD_nX2PQ,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
13b. Creation of Man. Sorat Hijr,Live Ramazan 2024,Standalone Keynotes,24-03-24,Sunday,5,25,0,0,0,48:14:00,https://i.ytimg.com/vi/maOxnTXnlFc/maxresdefault.jpg,https://youtube.com/watch?v=maOxnTXnlFc,maOxnTXnlFc,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
4c. Synthesis of Iman. Aal e Imran 4,Live Ramazan 2024,Standalone Keynotes,15-03-24,Friday,7,25,5,0,20,55:31:00,https://i.ytimg.com/vi/PO02eJ1APlg/maxresdefault.jpg,https://youtube.com/watch?v=PO02eJ1APlg,PO02eJ1APlg,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
17- Maida R1-4/A1-26 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,17-07-23,Monday,5,25,5,0,20,47:20:00,https://i.ytimg.com/vi/WK3UBBNUJYo/maxresdefault.jpg,https://youtube.com/watch?v=WK3UBBNUJYo,WK3UBBNUJYo,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
39- Hood R7-10/A69-123 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,16-11-23,Thursday,4,25,8,2,40,43:55:00,https://i.ytimg.com/vi/BKCNxTBdekg/maxresdefault.jpg,https://youtube.com/watch?v=BKCNxTBdekg,BKCNxTBdekg,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
61- Noor R5-6/A35-50 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,01-02-24,Thursday,4,25,4,0,16,36:30:00,https://i.ytimg.com/vi/BtevzsBCrtQ/maxresdefault.jpg,https://youtube.com/watch?v=BtevzsBCrtQ,BtevzsBCrtQ,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
113- Qadar to Takasur | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,23-04-24,Tuesday,17,25,3,0,12,36:14:00,https://i.ytimg.com/vi/krjrHyGEA0Y/maxresdefault.jpg,https://youtube.com/watch?v=krjrHyGEA0Y,krjrHyGEA0Y,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
Ramazan 2025,Unassigned Individual Uploads,General Discourse,27-02-25,Thursday,16,25,2,0,8,0:51,https://i.ytimg.com/vi/Qj6qWqbLzDk/maxresdefault.jpg,https://youtube.com/watch?v=Qj6qWqbLzDk,Qj6qWqbLzDk,Join us live daily https://maps.app.goo.gl/C1sUxGP6CdipKKFRA Google location
Ramazan is coming,Unassigned Individual Uploads,Standalone Keynotes,17-03-23,Friday,1,25,4,0,16,0:29,https://i.ytimg.com/vi/JZL1QPtVMBM/maxresdefault.jpg,https://youtube.com/watch?v=JZL1QPtVMBM,JZL1QPtVMBM,#muhammad #quran #ramazan #ramadan #رمضان #قرآن #دورہ_تفسیر #دورہ #ترجمہ_قرآن #tarjuma
سیرت النبی صلی اللّٰہ علیہ وسلم۔ قیامِ حج کے سفر کی داستان,Seerat. A Journey of Hajj.,Standalone Keynotes,04-06-25,Wednesday,6,24,3,0,12.5,1:15:56,https://i.ytimg.com/vi/jnu8QE7Q1sc/maxresdefault.jpg,https://youtube.com/watch?v=jnu8QE7Q1sc,jnu8QE7Q1sc,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
"25c. Human Life, Allah's Book & Justice.  Hadeed and Muhadla",Live Ramazan 2024,Standalone Keynotes,05-04-24,Friday,8,24,0,0,0,47:07:00,https://i.ytimg.com/vi/p2UvF-VGMrU/maxresdefault.jpg,https://youtube.com/watch?v=p2UvF-VGMrU,p2UvF-VGMrU,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
22b. Sora Momin. Speech in Firon's Parliament,Live Ramazan 2024,Standalone Keynotes,02-04-24,Tuesday,5,24,2,0,8.33,47:13:00,https://i.ytimg.com/vi/R1LrsO-T96E/maxresdefault.jpg,https://youtube.com/watch?v=R1LrsO-T96E,R1LrsO-T96E,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
18- Maida R5-9/A27-66 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,26-07-23,Wednesday,9,24,1,0,4.17,53:03:00,https://i.ytimg.com/vi/9_0-7S-biiE/maxresdefault.jpg,https://youtube.com/watch?v=9_0-7S-biiE,9_0-7S-biiE,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
22- Anaam R9-13/A71-110 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,28-08-23,Monday,3,24,6,0,25,37:30:00,https://i.ytimg.com/vi/PZetjtPtHrg/maxresdefault.jpg,https://youtube.com/watch?v=PZetjtPtHrg,PZetjtPtHrg,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends.."
53- Taha R1-5/A1-104 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,19-01-24,Friday,5,24,2,0,8.33,46:35:00,https://i.ytimg.com/vi/kuBRUI8j1Co/maxresdefault.jpg,https://youtube.com/watch?v=kuBRUI8j1Co,kuBRUI8j1Co,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
63- Furqan Complete | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,06-02-24,Tuesday,7,24,5,0,20.83,49:39:00,https://i.ytimg.com/vi/5MZs5rNBLVM/maxresdefault.jpg,https://youtube.com/watch?v=5MZs5rNBLVM,5MZs5rNBLVM,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
70- Ankaboot R3-7/A23-69 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,17-02-24,Saturday,2,24,8,0,33.33,41:38:00,https://i.ytimg.com/vi/dX4JjaOLMqY/maxresdefault.jpg,https://youtube.com/watch?v=dX4JjaOLMqY,dX4JjaOLMqY,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
4/14 Quranic Arabic Learning,Online Quranic Arabic Course,Standalone Keynotes,26-01-26,Monday,5,23,2,0,8.7,1:38:20,https://i.ytimg.com/vi/TaO8_Qun9Vk/maxresdefault.jpg,https://youtube.com/watch?v=TaO8_Qun9Vk,TaO8_Qun9Vk,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
22c. Hamim Sajda. Toheed ki Dawat,Live Ramazan 2024,Standalone Keynotes,02-04-24,Tuesday,7,23,2,0,8.7,57:06:00,https://i.ytimg.com/vi/kjh4hbDBYfg/maxresdefault.jpg,https://youtube.com/watch?v=kjh4hbDBYfg,kjh4hbDBYfg,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
86- Sura Zukhruf (Complete) R1-7 A1-89 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,07-03-24,Thursday,2,23,2,0,8.7,24:23:00,https://i.ytimg.com/vi/HdpT6wup85M/maxresdefault.jpg,https://youtube.com/watch?v=HdpT6wup85M,HdpT6wup85M,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
25- Araaf R1-4/A1-39 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,17-09-23,Sunday,1,22,5,0,22.73,31:17:00,https://i.ytimg.com/vi/29WQ0S1AxQE/maxresdefault.jpg,https://youtube.com/watch?v=29WQ0S1AxQE,29WQ0S1AxQE,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
81- Sura Al-Momin R1-5/A1-50 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,29-02-24,Thursday,4,22,6,0,27.27,30:55:00,https://i.ytimg.com/vi/9pfQYQ_mLis/maxresdefault.jpg,https://youtube.com/watch?v=9pfQYQ_mLis,9pfQYQ_mLis,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
101- Hashar R3/A24 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,09-04-24,Tuesday,18,22,3,0,13.64,43:22:00,https://i.ytimg.com/vi/-2SQYdbKWeo/maxresdefault.jpg,https://youtube.com/watch?v=-2SQYdbKWeo,-2SQYdbKWeo,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
16- Nisaa R20-24/A135-176 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,10-07-23,Monday,5,21,5,0,23.81,47:26:00,https://i.ytimg.com/vi/oCExldWm4ZA/maxresdefault.jpg,https://youtube.com/watch?v=oCExldWm4ZA,oCExldWm4ZA,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
37- Yunus R6-11/A54-109 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,06-11-23,Monday,6,21,6,0,28.57,38:44:00,https://i.ytimg.com/vi/Y_-wYvuhHVk/maxresdefault.jpg,https://youtube.com/watch?v=Y_-wYvuhHVk,Y_-wYvuhHVk,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
48 - Bani Israel R5-12/A41-111 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,09-12-23,Saturday,1,21,5,3,38.1,39:02:00,https://i.ytimg.com/vi/96K5bdKA9OU/maxresdefault.jpg,https://youtube.com/watch?v=96K5bdKA9OU,96K5bdKA9OU,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
68- Qasas R5-9/A43-88 | Dora tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,15-02-24,Thursday,4,21,4,0,19.05,26:01:00,https://i.ytimg.com/vi/cfX78c8uStc/maxresdefault.jpg,https://youtube.com/watch?v=cfX78c8uStc,cfX78c8uStc,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
83- Haa Meem Sajdah R1-4/A1-38 | Dora Tarjuma Quran,Dora Tarjuma Quran 2023,Standalone Keynotes,03-03-24,Sunday,5,21,3,0,14.29,59:24:00,https://i.ytimg.com/vi/NyEbfCeilvA/maxresdefault.jpg,https://youtube.com/watch?v=NyEbfCeilvA,NyEbfCeilvA,"#quran #ramazan #tarjuma #tarjumaequran #muhammad A complete translation & short explanation of the Holy Quran; the Book of our only Lord; ALLAH. Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends... Please subscribe to our channel And Press the bell Button. Also, like our videos and share them with family and friends..."
